StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q1,Q11,Q12,Q14,Q15,Q17,Q18,Q20,Q21,Q23,Q24,Q29,Q30,Q32,Q33,Q35,Q36,Q38,Q39,Q41,Q42,Q44,Q45,Q47,Q48,Q53,Q54,Q56,Q57,Q59,Q60,Q64,Q65,CompletionCode
2017-11-18 01:58:41,2017-11-18 02:02:18,IP Address,67.43.123.1,100,217,True,2017-11-18 02:02:18,R_1Cg1gPm3qQjtbnZ,,,,,37.90690612793,-89.337997436523,anonymous,EN,Agree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Strongly Disagree,Science,Disagree,Pop Culture,Agree,,Agree,,Disagree,,Agree,Pop Culture,Strongly Agree,,Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,83664810
2017-11-18 02:01:03,2017-11-18 02:02:29,IP Address,67.246.89.139,100,85,True,2017-11-18 02:02:29,R_2fp6RghUesh3YQy,,,,,43.348007202148,-76.34220123291,anonymous,EN,Agree,Both of the above,Undecided,Science,Strongly Agree,Science,Undecided,Science,Agree,Science,Strongly Agree,,Strongly Agree,Science,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,79226580
2017-11-18 01:56:58,2017-11-18 02:05:26,IP Address,184.53.48.38,100,508,True,2017-11-18 02:05:26,R_23Twjw12aEmgPky,,,,,37.751007080078,-97.821998596191,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Both of the above,Disagree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,27093904
2017-11-18 02:02:04,2017-11-18 02:05:38,IP Address,172.56.27.8,100,213,True,2017-11-18 02:05:38,R_xusR0m5JJfpaW5j,,,,,28.04069519043,-81.904296875,anonymous,EN,Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Disagree,Science,Strongly Disagree,Science,Disagree,,Disagree,,Agree,Pop Culture,Disagree,,Disagree,Pop Culture,Strongly Agree,,Disagree,,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,,,28003370
2017-11-18 02:02:32,2017-11-18 02:06:00,IP Address,103.66.79.189,100,207,True,2017-11-18 02:06:01,R_1P5BLvyhqEVk14h,,,,,12.699996948242,79.983306884766,anonymous,EN,Agree,Science,Undecided,Science,Agree,Pop Culture,Strongly Agree,Science,Strongly Agree,Science,Undecided,Pop Culture,Strongly Agree,Science,Agree,Science,Strongly Agree,,Undecided,,Undecided,,Agree,Pop Culture,Strongly Agree,,Agree,Both of the above,Undecided,,Agree,,Undecided,,23855344
2017-11-18 02:05:10,2017-11-18 02:07:17,IP Address,71.193.251.191,100,127,True,2017-11-18 02:07:18,R_31uVAWcfChH7EyI,,,,,44.902297973633,-123.06620025635,anonymous,EN,Undecided,Science,Disagree,Science,Agree,Science,Disagree,Science,Disagree,Science,Disagree,,Strongly Disagree,Science,Disagree,,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,69293377
2017-11-18 02:02:35,2017-11-18 02:07:27,IP Address,23.124.67.210,100,291,True,2017-11-18 02:07:27,R_2ZBph5H4cQQjHuD,,,,,34.905395507812,-87.506797790527,anonymous,EN,Disagree,Pop Culture,Agree,Science,Strongly Agree,Science,Strongly Agree,,Strongly Agree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,,Disagree,Pop Culture,Agree,Pop Culture,Undecided,,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,83983394
2017-11-18 02:03:59,2017-11-18 02:07:40,IP Address,73.61.22.196,100,221,True,2017-11-18 02:07:41,R_2SigJrFpJ67I6PM,,,,,42.708404541016,-71.143501281738,anonymous,EN,Undecided,Both of the above,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,38438443
2017-11-18 02:06:39,2017-11-18 02:10:21,IP Address,184.0.135.52,100,221,True,2017-11-18 02:10:22,R_1FL3tANI0NGVZnh,,,,,35.442504882812,-77.404502868652,anonymous,EN,Strongly Agree,Science,Disagree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Agree,Science,Strongly Disagree,,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,46056596
2017-11-18 02:08:47,2017-11-18 02:11:02,IP Address,24.130.232.222,100,135,True,2017-11-18 02:11:03,R_305HKy10SE1VO3C,,,,,37.33479309082,-121.77809906006,anonymous,EN,Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,,Disagree,,Agree,,Disagree,Pop Culture,Strongly Agree,,Strongly Disagree,,Strongly Agree,Pop Culture,Agree,Pop Culture,,,21001005
2017-11-18 02:07:55,2017-11-18 02:11:46,IP Address,173.239.228.109,100,231,True,2017-11-18 02:11:46,R_XhT59vhP7ScydVv,,,,,37.338806152344,-121.89140319824,anonymous,EN,Strongly Disagree,Science,Undecided,Science,Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Disagree,,Agree,Pop Culture,Undecided,,Undecided,Pop Culture,Strongly Agree,,Disagree,,Undecided,Pop Culture,Agree,Pop Culture,,,42087305
2017-11-18 02:04:14,2017-11-18 02:11:54,IP Address,71.63.23.76,100,460,True,2017-11-18 02:11:55,R_1oBlIxgBhhALwyr,,,,,38.197204589844,-77.682098388672,anonymous,EN,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,43490764
2017-11-18 02:09:15,2017-11-18 02:13:00,IP Address,24.20.124.0,100,225,True,2017-11-18 02:13:01,R_6MeoPIqoEdoEfuN,,,,,45.498001098633,-122.77839660645,anonymous,EN,Disagree,,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,,Strongly Disagree,,Undecided,Pop Culture,Disagree,,Strongly Disagree,Pop Culture,Strongly Agree,,Agree,,Undecided,Pop Culture,Agree,Pop Culture,,,60870580
2017-11-18 02:12:54,2017-11-18 02:15:48,IP Address,216.234.214.26,100,174,True,2017-11-18 02:15:49,R_3TPFKi02hwAXDBn,,,,,34.426406860352,-117.30090332031,anonymous,EN,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Disagree,Pop Culture,Disagree,,Strongly Disagree,Pop Culture,Strongly Agree,Pop Culture,Undecided,Pop Culture,,,78926446
2017-11-18 02:14:19,2017-11-18 02:18:19,IP Address,199.116.153.82,100,239,True,2017-11-18 02:18:19,R_6herNU1crz4RHrz,,,,,37.335403442383,-82.956596374512,anonymous,EN,Agree,Science,Undecided,Science,Strongly Agree,Science,Strongly Agree,,Strongly Disagree,Science,Strongly Agree,,Strongly Disagree,Science,Agree,,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,,Agree,,Undecided,,Strongly Agree,Pop Culture,,,31714032
2017-11-18 02:16:01,2017-11-18 02:18:51,IP Address,73.206.86.66,100,170,True,2017-11-18 02:18:51,R_2xRaQb4iN7OD2pr,,,,,29.572296142578,-95.136001586914,anonymous,EN,Disagree,Both of the above,Agree,Both of the above,Agree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,,Disagree,Pop Culture,Agree,Pop Culture,Disagree,,Undecided,Pop Culture,Undecided,Pop Culture,,,47387740
2017-11-18 02:17:10,2017-11-18 02:20:44,IP Address,66.214.237.191,100,213,True,2017-11-18 02:20:44,R_1rP6imDRbGdVHQ3,,,,,34.147003173828,-118.13919830322,anonymous,EN,Strongly Agree,Science,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Undecided,Pop Culture,Strongly Disagree,Pop Culture,Strongly Disagree,,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,65086246
2017-11-18 02:16:33,2017-11-18 02:22:13,IP Address,174.205.10.42,100,339,True,2017-11-18 02:22:13,R_2wcR9HqEsvFEURF,,,,,39.204299926758,-76.88330078125,anonymous,EN,Disagree,,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Disagree,Science,Agree,Science,Strongly Disagree,Science,Agree,,Disagree,,Strongly Agree,Pop Culture,Disagree,Science,Undecided,Pop Culture,Strongly Agree,,Agree,,Undecided,Pop Culture,Disagree,Pop Culture,,,65172485
2017-11-18 02:19:43,2017-11-18 02:22:48,IP Address,24.23.93.247,100,185,True,2017-11-18 02:22:49,R_QlFwAsUvVqngWNr,,,,,33.524398803711,-81.942398071289,anonymous,EN,Disagree,,Disagree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Disagree,Science,Strongly Disagree,Science,Strongly Disagree,,Undecided,,Strongly Agree,Pop Culture,Disagree,,Undecided,Pop Culture,Strongly Agree,,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,19067963
2017-11-18 02:21:17,2017-11-18 02:24:40,IP Address,172.89.78.59,100,203,True,2017-11-18 02:24:41,R_2v0bjRnZ5k2ZFPr,,,,,34.286804199219,-118.61399841309,anonymous,EN,Disagree,Pop Culture,Strongly Disagree,Science,Strongly Agree,Science,Strongly Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Science,Disagree,Pop Culture,Agree,Pop Culture,Undecided,,Strongly Agree,,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,,,,28090342
2017-11-18 02:22:53,2017-11-18 02:24:46,IP Address,98.103.138.10,100,112,True,2017-11-18 02:24:46,R_sEZXMBdCEHdq02R,,,,,39.921295166016,-83.033096313477,anonymous,EN,Undecided,Science,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Pop Culture,Disagree,Science,Undecided,,Disagree,,Disagree,Pop Culture,Strongly Agree,,Disagree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,,,25718072
2017-11-18 02:22:03,2017-11-18 02:25:46,IP Address,70.180.168.201,100,223,True,2017-11-18 02:25:47,R_2z7T7DH99cJurBV,,,,,36.287704467773,-115.28679656982,anonymous,EN,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Science,Agree,,Disagree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Undecided,Pop Culture,Strongly Agree,,Agree,,Strongly Agree,Pop Culture,Agree,Pop Culture,,,29026634
2017-11-18 02:28:28,2017-11-18 02:30:25,IP Address,173.70.125.199,100,116,True,2017-11-18 02:30:25,R_1mk3Mukab8DQLZZ,,,,,40.595306396484,-74.617301940918,anonymous,EN,Undecided,Pop Culture,Strongly Agree,Science,Agree,Science,Strongly Agree,Science,Disagree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,51868925
2017-11-18 02:32:16,2017-11-18 02:34:45,IP Address,153.200.189.118,100,149,True,2017-11-18 02:34:46,R_12G2UCCWD9So3P4,,,,,35.180206298828,136.90670776367,anonymous,EN,Disagree,Science,Undecided,,Agree,Science,Agree,Science,Undecided,Science,Agree,Science,Strongly Disagree,Science,Disagree,,Undecided,,Agree,Pop Culture,Undecided,,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,61018243
2017-11-18 02:26:52,2017-11-18 02:35:00,IP Address,118.172.164.109,100,488,True,2017-11-18 02:35:01,R_2zByWt4VS2bjoYj,,,,,18.790405273438,98.984710693359,anonymous,EN,Disagree,Both of the above,Undecided,Science,Agree,Science,Agree,Science,Disagree,Science,Agree,Science,Disagree,Science,Disagree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,,,75469157
2017-11-18 02:33:13,2017-11-18 02:35:25,IP Address,79.10.192.44,100,132,True,2017-11-18 02:35:25,R_2w0Nk11s35gjAHE,,,,,43.766693115234,11.25,anonymous,EN,Disagree,Science,Agree,Science,Agree,Science,Agree,Science,Disagree,Science,Disagree,Science,Disagree,Science,Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Science,Agree,,Agree,,Undecided,,Agree,Pop Culture,Agree,Pop Culture,,,58502503
2017-11-18 02:32:59,2017-11-18 02:35:41,IP Address,108.71.232.118,100,162,True,2017-11-18 02:35:42,R_1GHaSzm8a16dYWc,,,,,38.47380065918,-121.44340515137,anonymous,EN,Strongly Agree,Pop Culture,Undecided,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Undecided,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Both of the above,Undecided,Pop Culture,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,18051143
2017-11-18 02:33:41,2017-11-18 02:36:00,IP Address,69.244.160.152,100,139,True,2017-11-18 02:36:01,R_3Ok0CURxVw4unuj,,,,,42.759201049805,-83.411102294922,anonymous,EN,Disagree,Pop Culture,Agree,Science,Agree,Science,Strongly Agree,Science,Undecided,Science,Undecided,Science,Strongly Disagree,Science,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,,Undecided,Pop Culture,Undecided,Pop Culture,Agree,,Undecided,,Undecided,Pop Culture,Undecided,Pop Culture,,,71668512
2017-11-18 02:39:21,2017-11-18 02:42:46,IP Address,70.44.251.241,100,205,True,2017-11-18 02:42:47,R_0iT6fZZ86EH5tIJ,,,,,40.722106933594,-76.190399169922,anonymous,EN,Undecided,,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Agree,Science,Agree,Science,Strongly Disagree,,Undecided,Pop Culture,Undecided,,Strongly Disagree,Pop Culture,Agree,,Undecided,Pop Culture,Agree,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,Undecided,Pop Culture,,,23355606
2017-11-18 02:41:31,2017-11-18 02:43:36,IP Address,199.188.182.10,100,125,True,2017-11-18 02:43:37,R_3qOPvEOSCdIFpBG,,,,,44.480606079102,-72.717697143555,anonymous,EN,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Agree,Science,Strongly Disagree,Science,Strongly Disagree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,Strongly Agree,,Undecided,Pop Culture,Agree,Pop Culture,Agree,Pop Culture,,,61437370
2017-11-18 02:42:19,2017-11-18 02:44:49,IP Address,98.111.238.16,100,149,True,2017-11-18 02:44:49,R_3qlMvr9jGIDwyxr,,,,,40.40510559082,-80.035202026367,anonymous,EN,Undecided,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Undecided,Science,Disagree,Science,Disagree,Science,Strongly Disagree,Pop Culture,Undecided,,Undecided,Pop Culture,Undecided,,Disagree,Pop Culture,Strongly Agree,,Disagree,,Undecided,Pop Culture,Strongly Agree,Pop Culture,,,46660196
2017-11-18 02:39:41,2017-11-18 02:45:05,IP Address,71.227.86.196,100,324,True,2017-11-18 02:45:05,R_3qHH2jV1v8DbJap,,,,,42.466598510742,-83.178199768066,anonymous,EN,Undecided,,Disagree,Science,Undecided,Science,Strongly Agree,Science,Undecided,Science,Disagree,Science,Disagree,Science,Agree,Pop Culture,Undecided,Pop Culture,Agree,,Undecided,,Strongly Disagree,,Disagree,Pop Culture,Disagree,,Undecided,,Undecided,,,,18876279
2017-11-18 02:24:21,2017-11-18 02:27:00,IP Address,118.172.164.109,3,158,False,2017-11-18 06:27:16,R_2303OE7n8wxTLrP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21357474
2017-11-18 02:36:04,2017-11-18 02:36:51,IP Address,198.72.247.247,94,46,False,2017-11-18 06:36:52,R_R95QmKbu3s12hQR,,,,,,,anonymous,EN,Undecided,Pop Culture,Agree,Pop Culture,Disagree,Both of the above,Disagree,Pop Culture,Strongly Agree,Science,Disagree,Both of the above,Agree,Both of the above,Strongly Agree,Pop Culture,Disagree,Both of the above,Disagree,Both of the above,Disagree,Pop Culture,Agree,Science,Agree,Pop Culture,Strongly Agree,Pop Culture,Agree,Pop Culture,Disagree,Pop Culture,,,99950443
2017-11-18 13:37:23,2017-11-18 13:39:40,IP Address,207.172.183.90,100,137,True,2017-11-18 13:39:41,R_1dKRYKrfekEyf2z,,,,,40.502502441406,-75.586799621582,anonymous,EN,Strongly Disagree,Science,Agree,Science,Strongly Agree,Science,Strongly Agree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Strongly Disagree,Science,Agree,,Undecided,,Agree,,Undecided,,Undecided,Pop Culture,Disagree,,Undecided,,Disagree,,Undecided,Pop Culture,,,95809581
